ID,RADIO_ID,RADIO_NAME,RADIO_GENRE,RADIO_MARKET,RADIO_CITY,RADIO_CC,VALID,TRACK_NAME,ISRC,ALBUM_NAME,ARTIST_NAME,SPOTIFY_PLAYLIST_COUNT,CM_ALBUM_ID,GENRES,CM_ARTIST,ARTIST_CODE,SPOTIFY_ARTIST_IDS,SPOTIFY_RELATED_ARTISTS_IDS,ARTIST_GENRE
1524523,177175,Antenne Bayern,,,Penzberg,DE,TRUE,Concertante for Piano and Orchestra: I. Andante con moto,USZC70669201,Music of Vivian Fine,Reiki Honsho,2,"[
  6604125
]","[
  ""Classical""
]",503442,,"[
  ""3LnqgTcTFiz95hjWvcDNR2""
]","[
  ""6E3Rsad6YtshfHLfuutype"",
  ""18xDJaFXMZmBRDe9BpdLG0"",
  ""4fqmmiiu1r6Cq0PkZdv5Da"",
  ""2ZXswtbDAiPu63PYbS2nGT"",
  ""4vytYRn2PSXgU1HSg0hBkw"",
  ""3ew60o3VK6t2pWBkl2SPC9"",
  ""71VMRKTax9W1DzJf8T1gbT"",
  ""3QTm5KlgFt2OSz3knX3TFX"",
  ""6jMAUXe5BhG7fZpTpErWTT"",
  ""3SkxlsXhdBlxvHOKqFEcJs"",
  ""6gbhK8blsnjCbE5tVZBySL"",
  ""1BU6XWSpo30WTR61Z95AwM"",
  ""3SkjfrtF9ZWoW8OYnQV3pt"",
  ""5gKNwmm8sYT3neRs0686lR"",
  ""0f2QPFtbNzVgTnzFXVnZTl""
]","[
  ""Classical"",
  ""Orchestral""
]"
1526340,190257,102.7 KIIS FM KVVS,Top 40/Pop,Los Angeles,Los Angeles,US,TRUE,Cinta Kita,MYA110800184,Cinta Kita,Jinbara,8,"[
  2256718
]","[
  ""Pop""
]",242402,MY,"[
  ""3PAg5VcAsyH3N4nFEnGgxg""
]","[
  ""6xHxCHk1GbCL4QIa36AnBV"",
  ""6dLwNOxHLYcGN6cqaCw5oj"",
  ""2rB8IK11fIwAclbh7264OU"",
  ""3rfU84bKif9yqYS0UPLHKn"",
  ""6GvgnvK4bgItFBntRcvRRo"",
  ""2Ax0vPdoQsBCmExR1mGrob"",
  ""7nfrs4vlc87P9Gmkssd6PN"",
  ""0IRcWjjXysQ4cRKJ9nooyY"",
  ""02PJdIg6urdL6hKZBPXoMH"",
  ""6DQWDB9OE5qvSLVo2jrfmG"",
  ""5m9n0dY76euBtjt1Nf5jXS"",
  ""3HqAbgtD6Actr5Hf5hivVq"",
  ""1LgdpUfjFtO0BlRQeRn4yg"",
  ""3LOWODQ1bZUyz01gxmqB7I"",
  ""1WCVJmUvry4zGalgBdAvM8"",
  ""3jxposjvhC0FE79zTJ1zKn"",
  ""3WR2lGSFKQfPs7IAnmctbh"",
  ""2CssuZE32AwtenAnKBusXz"",
  ""3gQl2gqu5eDzHCa4QadktC"",
  ""0lvCDUGi2ckbbSULmUKfQQ""
]","[
  ""Pop"",
  ""Rock""
]"
3561877,118785,WDHT Hot 102.9 FM,Rhythmic,Dayton,Dayton,US,FALSE,For You,USGAC2000093,For You,"Bonnie Prince Billy, Carly Johnson",4,"[
  7106810,
  6881168
]","[
  ""R&B/Soul""
]",3657193,,"[
  ""1lXCauyTGAEtvwv03lRj8E""
]",[],"[
  ""R&B/Soul"",
  ""Rock""
]"
3561877,118785,WDHT Hot 102.9 FM,Rhythmic,Dayton,Dayton,US,FALSE,For You,USGAC2000093,For You,"Bonnie Prince Billy, Carly Johnson",4,"[
  7106810,
  6881168
]","[
  ""R&B/Soul""
]",718476,US,"[
  ""3L8Gu3RbIyelp90QueIfT8""
]","[
  ""5uckCFT9TCt08CkqHBiBKQ"",
  ""6fQJ2luFHpLQs19cPSEqSV"",
  ""4SkdLiE4i7WPXMBpHnljJi"",
  ""74bSNC0DhmzM9LM93aMH0y"",
  ""3tUGR3ozsws0k6X36EX6UH"",
  ""3i9IHiumTZ0mEWjqfOO08p"",
  ""6t0SimKmEtqXwIGkggoaqH"",
  ""3nrUYDcGmurwb4Jc2ZSmWF"",
  ""39ulvxD2yBSehUXmKxgcWC"",
  ""2Mx9WjrSZ86KUkwZzJ2idq"",
  ""4tw4XGFI9wF5zn4zs6WPv2"",
  ""6aJCy5n1g2eOamcCEMdndk"",
  ""6wuNhEi2HDxB4Lns6eTm8c"",
  ""6FkZcUQJtNztLrXdEnNGdl"",
  ""1DmEe1x6R1pdm43f5RkJIT"",
  ""0Y6msdn810mI5Ww9tgy1Od"",
  ""5s3CNtHdV45GUjXzrKMtd2"",
  ""2LkWCxrpEYr7qSYtmrceH7"",
  ""05ayJ9yrfCnxrt3CJST8Lw""
]","[
  ""R&B/Soul"",
  ""Pop"",
  ""Singer/Songwriter""
]"
4496889,158569,NDR 1 Welle Nord,,,Flensburg,DE,TRUE,Spanish Fantasy - Pt. 4,USGR10000034,My Spanish Heart,Chick Corea,112,"[
  3250234,
  3917076
]","[
  ""Jazz""
]",211864,US,"[
  ""5olDKSsFhhmwh8UCWwKtpq""
]","[
  ""4v0R1feRiuCDch7aAheVhY"",
  ""4uBSazM6snEc9wCG3jMlYt"",
  ""4iovNkf44dsELmo3E7XSKX"",
  ""2ZvrvbQNrHKwjT7qfGFFUW"",
  ""5Bc1aXtcod4ey6kFlpRUkS"",
  ""3zX0EMvB00JzxnRi5EIICP"",
  ""3U3C9o6UTYNdEsDckpRyvX"",
  ""1lGt9WgdYGpMnmwGkcCm05"",
  ""162DCkd8aDKwvjBb74Gu8b"",
  ""0F3Aew9DSd6fb6192K1K0Y"",
  ""4JHW2v09dlK6Pq116CCuCy"",
  ""2ReTnNzaUAM6RgKCtlvMPf"",
  ""14RXohtx6NiBGFTW8IdmAK"",
  ""3OJGG2blZ0c3YTOMSKZaHj"",
  ""4KmKbbEq6PMnW2TdkrbBIH"",
  ""1txWOvvuItlRlkB4rM0cUK"",
  ""3t58jfUhoMLYVO14XaUFLA"",
  ""5IkynsVZoak9UR2Xt8qsMj"",
  ""2K2uK7PnkK8mMITdUUDK5v"",
  ""0ZqhrTXYPA9DZR527ZnFdO""
]","[
  ""Jazz""
]"
4496363,112840,Capital FM Edinburgh,Contemporary hit radio,,Edinburgh,GB,TRUE,"Minstrel Boy, Wrap The Green Flag Round Me, A Nation Once Again",USHM80732550,All Hands Working,FDNY Emerald Society Pipes and Drums,27,"[
  2250660
]","[
  ""Singer/Songwriter""
]",1093976,US,"[
  ""0aRtRlfXGXLBqOYYiPu342""
]","[
  ""4gZPI4CcwOZ1xPuQjEvwFm"",
  ""5B20C4m7W7gKpB5QtZJ5cO"",
  ""5Eh890qLi4ImxjKCE7E8jz"",
  ""7rFk188kdZp1obSSidthJp"",
  ""0IgMehwrI7Cug08srndZbn"",
  ""3ZeJzTZJhRJRBbS4xWDipl"",
  ""1cpA0ArW8sqS5CRI8shs6p"",
  ""2kDmyXrJfRKfGCmwUjl1BB"",
  ""5vdDAuz5jAQ7wCPh4EtNkp"",
  ""2TQUJk9iDC4DfMSJ1ksG7j"",
  ""5TgM40mN4hiLk5F3mgtJOu"",
  ""7M9c5EXtDgJZmgSfss7FDX"",
  ""3XbpeyqPPHKNcnaHk2Pbxo"",
  ""1lmD1AKC6FlgMoq3z2Za2q"",
  ""5ZSqu9YL58Pz2bxwDQ1G6x"",
  ""7Kl9ZINhwrq7kO4NvJUBdH"",
  ""4KoQ8HDLyHHyf3UvVsFxu7"",
  ""2IYHeGDOZJGzL4PucA8G5G"",
  ""2zMn3KQ5mzl10yBNmjS9ef"",
  ""44srTHEVOITtuyBlNO93da""
]","[
  ""Singer/Songwriter""
]"
7801420,238843,Radio Bern 1,,,Bern,CH,TRUE,Illuminate,QZ8251808575,Illuminate,Wild Sons,27,"[
  2340055
]","[
  ""Alternative""
]",881961,,"[
  ""4rlGPmeDdycjTofnu9knKB""
]","[
  ""0crdk9JAhKAbkzIkDsnw6p"",
  ""6WfljW3ZJXQGUU2pPu9RQt"",
  ""5WkbttVB4WXWmdBsIv8ngW"",
  ""1F2CiYqgkxjGde29fjs4Ig"",
  ""58zsd8ICdJmuD2w0lDC10J"",
  ""7F50FxLKYS42HsAhwXRWkX"",
  ""1lC7IvhD30JQks1B3U8TNv"",
  ""0k9BBuu3oTpUECsvWKzNQb"",
  ""65kooSGIo2QE4AQRYC5qmF"",
  ""3OQczv3zi75v6khNBGC8Y2"",
  ""5IQuOzIEctKtQXGdcXQHuN"",
  ""2FP3brMrtYwMP5hNMrOueq"",
  ""0fdw9Qj7h235GZCwvoXZUR"",
  ""2kpjU0etEN6SR1QFvgBLP6"",
  ""6Vp9Q8MOsG9bntHeyW8y22"",
  ""073s2zTquoStQeb482SxhP"",
  ""33FAMnoGSH6f0R62m2quUP"",
  ""57XxYitjM17AFJJSfLJpDR"",
  ""7Atx74I8DBQu0IHodozxxs"",
  ""7B3tpKPZGABzn3z8n5FvW1""
]","[
  ""Pop"",
  ""Hip-Hop/Rap"",
  ""Rock""
]"
3563401,215153,KBOS-FM B95,Rhythmic,Fresno,Tulare,US,TRUE,Porque Te Dicen Poeta - Original Mix,USLZJ2237018,Gloomy Inspiration EP,Imoro,1,"[
  20816030
]","[
  ""Others""
]",8208219,,"[
  ""77FREi9ex4j6TlDwFmdCKE""
]",[],"[
  ""Electronic"",
  ""Techno""
]"
3592346,149155,Mistral FM,,,Toulon,FR,TRUE,"Valse No. 1 en mi bémol majeur Op. 18, ""Grande valse brillante""",USRDG0110436,100 oeuvres de musique classique,"Musique Classique, Frédéric Chopin",8,"[
  24178959,
  4339444
]","[
  ""Pop"",
  ""Classical""
]",207587,PL,"[
  ""2rfBVmPGb8CREhGuPG3732"",
  ""2vtNob1CtvkaaPPqMaCpA5"",
  ""40MM2Goi9k4TnCYUq6MRyi"",
  ""7y97mc3bZRFXzT2szRM4L4"",
  ""34ZXGYoQYtjwTgu6Y7o58f"",
  ""2rFWGJIpNJy2bPohxbKQVv"",
  ""3jpAu7vUwHkRT3uUA9GRoR"",
  ""55FinOyxG8oZSeLjeWujPv"",
  ""1LBxXaIL8OZqkANAz28jaC"",
  ""1c4zSB3p8cR0OAuRBdOadB"",
  ""2UY8if3i7fASFs8oHdLBrT""
]","[
  ""1Uff91EOsvd99rtAupatMP"",
  ""2p0UyoPfYfI76PCStuXfOP"",
  ""2QOIawHpSlOwXDvSqQ9YJR"",
  ""4NJhFmfw43RLBLjQvxDuRS"",
  ""2wOqMjp9TyABvtHdOSOTUS"",
  ""7KkUirCiJZhgRN3NbgG98L"",
  ""6n7nd5iceYpXVwcx8VPpxF"",
  ""1hRLlo7ZGxEmc0ztMOKurs"",
  ""0Kekt6CKSo0m5mivKcoH51"",
  ""5ihY290YPGc3aY2xTyx7Gy"",
  ""5wTAi7QkpP6kp8a54lmTOq"",
  ""5aIqB5nVVvmFsvSdExz408"",
  ""6MF58APd3YV72Ln2eVg710"",
  ""2UqjDAXnDxejEyE0CzfUrZ"",
  ""1JOQXgYdQV2yfrhewqx96o"",
  ""2D7RkvtKKb6E5UmbjQM1Jd"",
  ""1385hLNbrnbCJGokfH2ac2"",
  ""1YuknfkSYTTbolRpwZBOv4"",
  ""5goS0v24Fc1ydjCKQRwtjM"",
  ""656RXuyw7CE0dtjdPgjJV6"",
  ""3MKCzCnpzw3TjUYs2v7vDA"",
  ""5hnUbiLAjGNZ9JsiWzOBRC"",
  ""17hR0sYHpx7VYTMRfFUOmY"",
  ""459INk8vcC0ebEef82WjIK"",
  ""1QL7yTHrdahRMpvNtn6rI2"",
  ""1C1x4MVkql8AiABuTw6DgE""
]","[
  ""Classical"",
  ""Instrumental"",
  ""Pop""
]"
3592346,149155,Mistral FM,,,Toulon,FR,TRUE,"Valse No. 1 en mi bémol majeur Op. 18, ""Grande valse brillante""",USRDG0110436,100 oeuvres de musique classique,"Musique Classique, Frédéric Chopin",8,"[
  24178959,
  4339444
]","[
  ""Pop"",
  ""Classical""
]",313331,FR,"[
  ""4xP1U00xbSTFc4GCFQnx6F""
]","[
  ""5A2JuwgVOFAElHf7ccTczo"",
  ""1wInfM4ceXbuofusiScir9"",
  ""4XiBYzE4P2XTfZGNVPnB7e"",
  ""4Ks1xhuRnIXnRvUfTVp9YF"",
  ""24CRVVcojF1VDMz3UtLMtL"",
  ""0Iljduv374k9meOU4j7NML"",
  ""0xuyXX1mBsX6Qy0K64ot1v"",
  ""4krBL1TaGrZ8WOadCY9qCw"",
  ""1ZfX71l72FCu1dFFtCx8KS""
]","[
  ""Classical""
]"
3592709,190232,KHFI-FM 96-7 KISS-FM,Top 40/Pop,Austin,Georgetown,US,TRUE,Alhadj,GBDTM0901402,Introducing Mamane Barka,Mamane Barka,38,"[
  1504180,
  1243747,
  428684
]","[
  ""Others""
]",21248,NE,"[
  ""0F9786sYApVRjhpqM1fgQY""
]","[
  ""7tnGqjFwUewoWAkNofVV6Q"",
  ""6T4kWmFsjL5rnWOLOHKa7C"",
  ""0UtqyB9qf6oA6B7SeTjLue"",
  ""6uDfHkEF9G0FoBa97NTr4O"",
  ""3Veb31WLtJfmDbXk3zm3xd"",
  ""2eYnBrgHAUt4OopbZjzZur"",
  ""628i7l7eLFYzkZU1Sf1ciV"",
  ""4dVQ9H8M0hxoRqAsnCGnMm"",
  ""1ulrB401CfkUbW4Jnpihji"",
  ""4loyFcpdGnVsJRk2pgv6qX"",
  ""3HPREGcrKX5ObCVmg6RSvX"",
  ""3XHp0LmHYLkVBPsH3B66zi"",
  ""4XTubZS5VChQ2EFH4xKnE0"",
  ""1LwX3TYza2Yek1QdH3OLoX"",
  ""5CiNsR3D1igH6Ant0jVNFW"",
  ""2jwQa3NwQloFCbsGiJcaDF"",
  ""72TfSRmhohHdVlx7qeqsyC"",
  ""22DU2MnzMQuIZu88splBBY""
]","[
  ""Blues""
]"
6896748,182642,Radio ZET,"Hot AC, news and music",,West Pomeranian Voivodeship,PL,TRUE,as sure as dawn,QZFYY2248732,we were made this way,Vic Davi,1,"[
  18915516
]","[
  ""Others""
]",3728581,,"[
  ""4VdehtjUUntlKHq4wIf0nM""
]","[
  ""1MMYQcn0m4ZyeKAdgrX2aA"",
  ""7zv6FrQ1Cz4BUyVR8EfvoE"",
  ""2C4jt9CLjMZCu7NmiL3aq8"",
  ""26TJi0aF6Oh5c67SxJVr0J"",
  ""6xMIK9jeWFn1hHNY5yvtDW"",
  ""5qLJ3GSTv7SckKWz1BsJc8"",
  ""5CiSsHWbdXoyjPxHxsFoCh"",
  ""4sqWKfc8tJSF1W3kUhztFj"",
  ""2ci5zUrf0oWA2OFE60K6Ct"",
  ""6rMAzj0dIck58STnGkLAJC"",
  ""7f1WYU3zDE3Lr147MfaFRm"",
  ""00kfonIo2LnGF0bumnlMQ0"",
  ""2ys2qla1TPYtLJ2B6ZMABD"",
  ""27fjf7dpnXKvdiuhMdYQPd"",
  ""5Kq5nrYwJxrR4MtpFB4RfI"",
  ""3auwdw1PxfjsBcQ2ZWV30Q"",
  ""5rw1sWjXsii84q3bnOk29A"",
  ""0dGKK1iBMXIyCFtiVZZxQ0"",
  ""2TAg3mxoBhi6TKkTc04RO8"",
  ""368T5yHXTGnSahSvF51HQO""
]","[
  ""Electronic"",
  ""Pop"",
  ""Alternative""
]"
6896404,195605,bigFM Dance,Contemporary hit radio,,Stuttgart,DE,TRUE,Symphony No. 1 (1995 Remastered Version): II. Dynamis II - Arche II,GBAYC9501629,Penderecki: Orchestral Works,Krzysztof Penderecki/London Symphony Orchestra,6,"[
  1277274,
  3997943
]","[
  ""Classical""
]",58904,US,"[
  ""187oEw3uM3vYyhwgssBFci"",
  ""0qEO82Hj3SvjoNyEfKpRku""
]","[
  ""5PkKmEWhfJ9jHVHXbZl0Ks"",
  ""73s17iW5LTtXRMVoofi9sU"",
  ""3Vmj59eAzsbiISxcCBHRCM"",
  ""7BFFr4BUABKAorAN43APPd"",
  ""1aVONoJ0EM97BB26etc1vo"",
  ""7uWSy5aRJy75BSKdpYbp2R"",
  ""2KISIjGD4yKWdFzZTIQVDT"",
  ""68kuKZp7yrgzZpoh5m6dWA"",
  ""35OhI7DSls022v9Bz9r0VZ"",
  ""5M1ZBrPeHjV8y3qFKnq7hO"",
  ""4F7KfJQw9lIXvFydi4TOyi"",
  ""4aD2Eaf928LA2of01i7gQW"",
  ""7A29QKpDvdkEuTM6vcY17z"",
  ""31rgljsVrzeRFFnJXOYq5J"",
  ""0M6xcJTswOl2qvExCJhiS3"",
  ""7ie36YytMoKtPiL7tUvmoE"",
  ""2s0TXSF4Nqiy1UkZKJ9yWt"",
  ""5U827e4jbYz6EjtN0fIDt9"",
  ""1zb5zmIuX2lTbzcn7YeQlg"",
  ""1A6VSPPUJADy9l9nHcGFG5"",
  ""399s62PfwKlLnrLvBjWFYB"",
  ""3VoMlEsMCX6sDnTmqYL8Qp"",
  ""2prZJWfQMnIgwUKxKcBxH7"",
  ""7wJT2nMGzUmQQLSIHbDaXU"",
  ""6KYa46jd4bu7OeKBpW4rFJ"",
  ""0KITXSblhUOftKpIno4cL9"",
  ""79gBfLMlUJNdcXv1nc33oK"",
  ""0fRrSOwkvXX4fixN9cdQu2"",
  ""2xcUqNAHTLVnHeK0YLA9IO"",
  ""6EyYsJlQEb3uHINVS5EIsB"",
  ""5lDFX0OjZ7Ss9lFYn0J3G0"",
  ""6T9wLNtkKE8Z5GusLK6v9c"",
  ""315KRsFj1cPJewYIbaH978"",
  ""6CS9O2pE67oq44GZuBEBuD"",
  ""6vXWehXddAhqxqCAbUeQYa"",
  ""3z8CWLkgblFxhhDrPMfAZC"",
  ""33cajGDdkhowQ8hiuEucXM"",
  ""4fvlcfNCJlvOwe4rhUhlPv"",
  ""54IIxBw0yvR4zHHxE8GG5d""
]","[
  ""Classical""
]"
6896404,195605,bigFM Dance,Contemporary hit radio,,Stuttgart,DE,TRUE,Symphony No. 1 (1995 Remastered Version): II. Dynamis II - Arche II,GBAYC9501629,Penderecki: Orchestral Works,Krzysztof Penderecki/London Symphony Orchestra,6,"[
  1277274,
  3997943
]","[
  ""Classical""
]",799,GB,"[
  ""0ynDzNASF3xZ0BLuC9Y836"",
  ""3FtOn2Q2ENpwkCJYuj3S7L"",
  ""7LKCqFlzq4qPkDVCcOlr6B"",
  ""5FH6D5wxRiqFv8Uw20QhNA"",
  ""7u6ZHjy4UtOgTN21suALmh"",
  ""1tDJ4egAOgibijS0FbHdv7"",
  ""0J1mVlbujMjHSrRhYuEdfe"",
  ""5f0WwtHC5D7cOcC1FBCljH"",
  ""49b7ihPZdC4zQw78MTzdyA"",
  ""0trzswsDE6HAQW6nOV3sSG"",
  ""5yxyJsFanEAuwSM5kOuZKc"",
  ""3D6WwpcYBNgklHZgPRo7qj"",
  ""0rz4lERV4UHncQFVBMmO5m""
]","[
  ""428GNN7qZnTsMaK3SfPo6D"",
  ""003f4bk13c6Q3gAUXv7dGJ"",
  ""6yeL5iw4hXNZtd8T7FOoFU"",
  ""35NnUEPKGspM23lTZvK3cb"",
  ""3gacryguGmpmCvgPGt2CBI"",
  ""6tdexW8bZTG8NgOFUCYQn1"",
  ""2LmyJyCF5V1eQyvHgJNbTn"",
  ""6TD08jYeuN128P2MZTbc8E"",
  ""4AcXapei4U7xnWecv9AEBd"",
  ""23BiSNXm5UaRFuusoWisYO"",
  ""4GQwgdcDQwqtcHICjUNndp"",
  ""3Vfvyx6OouTxYU3emXonW7"",
  ""0K23lQ2hSQAlxSEeZ05bjI"",
  ""3PfJE6ebCbCHeuqO4BfNeA"",
  ""5KeUHRKEYWc5cFO5V032sb"",
  ""2HqNckz4bPVT37fWkhugTZ"",
  ""2LxnoYPOe0FCLC82R3xgO2"",
  ""6I6fmQU7HGrUsCm4B5Nlk3"",
  ""0SlNRZ8zBLAgyB1lsoYxAa"",
  ""09KZU0NsS7jRa5p0SflmGY"",
  ""1qHStDLIc8uV7hvTG6FGRJ"",
  ""4znpeZQkiPbcXtHlRbfTqF"",
  ""7y3ULlnKKpeZ4JOKMAJQzK"",
  ""6uRJnvQ3f8whVnmeoecv5Z"",
  ""77CaCn32H4mOMQA7UElzfF"",
  ""6HclTVD03WSY6GUpN16BkP"",
  ""6NUhQz7eAEsZvjEHTKHux9"",
  ""0TrG2LSot4KhaXqdf5K2zE"",
  ""2tfWguHr2nj4e8KXLKciVq"",
  ""5zCaQxjl110XTrm4LQ1CxY""
]","[
  ""Classical"",
  ""Soundtracks"",
  ""Opera""
]"
3321321,199281,KFXZ Z 105.9 FM,,,Lafayette,US,TRUE,Las Holgazanas,USFI29400834,Las Movidas (Revised Version),Los Bukis,59,"[
  4644385,
  1824060,
  5165182,
  9697048,
  6188128
]","[
  ""Latin""
]",75661,MX,"[
  ""16kOCiqZ1auY4sokSeZuKf""
]","[
  ""3rhO3rDk432VyAwyZnkECs"",
  ""32BLNtPX18499VCjsUiFj1"",
  ""0VKh7CQDi9MkUvaBMoK1V0"",
  ""2nrSPPSfNesng85eRV4W4m"",
  ""6fBjnfeYEU3VFuQl8RPrp8"",
  ""1sxekzjeHJaqkZbpaaGR9x"",
  ""1z8Z3JjXWNa7xbeXcyFZMt"",
  ""3NLDQVyI2LVtQFJt8JeAAx"",
  ""5xwugJ4uudppmOCCZateE5"",
  ""3tJnB0s6c3oXPq1SCCavnd"",
  ""6ziEnj8UydSg8dr68C3aut"",
  ""3nFB4eMP5gdqee2eQb8nZb"",
  ""28NFZuZbEm7yzMpv1q1Rb7"",
  ""1DniCdCPIT1pk1uot0paBR"",
  ""44WCHvwXBOMz6nm7Mu2ReO"",
  ""3ecREliS3Q8g2sCk40y0dw"",
  ""3YbOSxo85kla7RID8ugnW3"",
  ""4S7UxwDIG6o3FJkcGPdaBq"",
  ""5fKc00Wh60ggl0QptZ2aBx"",
  ""5IaAggho4F1gWHE5REe1e8""
]","[
  ""Latin Pop"",
  ""Latin""
]"
6632062,240981,Antenne Salzburg,,,Salzburg,AT,TRUE,Potjiekos Vir Klawers,USDY41908849,Piano Extravaganza: 8 Pianists on 4 Grand Pianos,"Paul Ferreira, Bart Joubert, Brian Bae, Willem Vogel, Willem de Beer",1,"[
  12591765
]","[
  ""Others""
]",7628579,,"[
  ""7xViUnRJTadgvhJH8kFlQD""
]",[],"[
  ""Classical""
]"
6632062,240981,Antenne Salzburg,,,Salzburg,AT,TRUE,Potjiekos Vir Klawers,USDY41908849,Piano Extravaganza: 8 Pianists on 4 Grand Pianos,"Paul Ferreira, Bart Joubert, Brian Bae, Willem Vogel, Willem de Beer",1,"[
  12591765
]","[
  ""Others""
]",7628581,ZA,"[
  ""1Qr1z2QrmvPWdOXRAid9uD""
]","[
  ""1o2d73gpkRy3ME0IwwQXJC""
]","[
  ""Classical"",
  ""Children's Music""
]"
6632062,240981,Antenne Salzburg,,,Salzburg,AT,TRUE,Potjiekos Vir Klawers,USDY41908849,Piano Extravaganza: 8 Pianists on 4 Grand Pianos,"Paul Ferreira, Bart Joubert, Brian Bae, Willem Vogel, Willem de Beer",1,"[
  12591765
]","[
  ""Others""
]",9762323,,"[
  ""35Si20ZZXwsplV3rhPe9on""
]",[],"[
  ""Others""
]"
6632062,240981,Antenne Salzburg,,,Salzburg,AT,TRUE,Potjiekos Vir Klawers,USDY41908849,Piano Extravaganza: 8 Pianists on 4 Grand Pianos,"Paul Ferreira, Bart Joubert, Brian Bae, Willem Vogel, Willem de Beer",1,"[
  12591765
]","[
  ""Others""
]",8330401,,"[
  ""1QfeYVUEpEDRzDcpmr5heU""
]",[],"[
  ""Classical""
]"
4401415,190604,WWIN Magic 95.9 FM,,,Baltimore,US,TRUE,The Bridge,USWWW0140016,Dragline,Paw,192,"[
  3068231
]","[
  ""Alternative""
]",13294,US,"[
  ""07M4wKkcUfwO9oonOxT7L2""
]","[
  ""5F1aGADDvPLIm9bkA8tUbK"",
  ""3bcmxBrkaxMHGP5eCkg6uB"",
  ""40akJv6gxzx8uyRg3vBRuX"",
  ""0cDULsp0aF8xxHVF7a7GwM"",
  ""5mhzOmngdC4RpOGjerls6D"",
  ""3wFHDXSHYQyd5KajSQoYFl"",
  ""3jn3E0jkR5egwY5N4XIHAX"",
  ""1XIIxzmo6BNRR4QkImSdsX"",
  ""6iQ35vbjuK5T4QkhihmNih"",
  ""0sPa3yPonEuDbDhBzz7g4E"",
  ""0n9G4BbV51nWotxafepUD8"",
  ""2mncWLPUUFpNvBLkHzTsDO"",
  ""6fpItKr3zIfj9KKlaAQtPN"",
  ""3uYAclQ4ATiIMow9QAQAxw"",
  ""22WypD8tTI2wltNMQJZhj6"",
  ""50mygit3CJxjYQnp1rxmgP"",
  ""43wwctvUaVOoEHEijQ8NpF"",
  ""4jzHHEC3qk1j4hnIWPUnsu"",
  ""13xwRY0MDlKG7bedOvmWdV"",
  ""7AKcqr7g4ap7U8WP69yRpa""
]","[
  ""Grunge"",
  ""Rock"",
  ""Alternative""
]"
4401924,218336,KEEY-FM K102,Country,Minneapolis-St. Paul,St. Paul,US,TRUE,Nutcracker - Waltz of the Flowers,GBAYC8200112,Famous Waltzes,"Willi Boskovsky, Wiener Symphoniker",150,"[
  11898209,
  11898250,
  9384394,
  12896773,
  26531641,
  13815078,
  1721955,
  11898309,
  9385313,
  7163616,
  6865155,
  3976155,
  9385315,
  19320005,
  5321845,
  3055977,
  16998538,
  9385295,
  9384398,
  9384369,
  9384393,
  20561822,
  2529171,
  3975322,
  8924620,
  2592742,
  4095607,
  4021229,
  8563435,
  5193150,
  8925113,
  5177769,
  5160090,
  4443520,
  1480332,
  5160094,
  7785015,
  8044443,
  4391828,
  3359839,
  8218555,
  8924922,
  4135394,
  16193768,
  11804662,
  22041939
]","[
  ""Classical""
]",421251,AT,"[
  ""6XZxFuZaBnZBngpxbut80O""
]","[
  ""3Vfvyx6OouTxYU3emXonW7"",
  ""4N1PbaBSiRha6yzEmdwcCZ"",
  ""0a9SIKSCIhxjx4QJlSZfYa"",
  ""1B14EjyPPZZWctTrY2vXFr"",
  ""0K23lQ2hSQAlxSEeZ05bjI"",
  ""0iERWmMl3nIvcDxnJsKZBd"",
  ""2ljDHW0zt90SrHDwjVIGXs"",
  ""0hES81SPAbU43TvM4FCzWV"",
  ""7vEPPI71V8dEHtEhPMAxWT"",
  ""74gWOpgM97HU3Mn8A8d0Vm"",
  ""3tzzRz6WvbIF021Ak4l2PE"",
  ""3EQvBmWlfyaRLGDuVfKmve"",
  ""7LeEa79J3ePCT5pXKQ7Mkv"",
  ""0SlNRZ8zBLAgyB1lsoYxAa"",
  ""0TrG2LSot4KhaXqdf5K2zE"",
  ""23BiSNXm5UaRFuusoWisYO"",
  ""3FEd0qHPFOgcpfw7bCXB4x"",
  ""1z9u3vLr7gw6IBS8CP8c2X"",
  ""6dN7iTjre6UakauQQ0JhGd"",
  ""1exMi2O48sWX7WBiahbM4J""
]","[
  ""Classical"",
  ""Opera"",
  ""Devotional & Spiritual""
]"
